"staff_id","staff_name","role","service","week","month","service-2","available_beds","patients_request","patients_admitted","patients_refused","patient_satisfaction","staff_morale","event"
"STF-ca932dea","Connie Lawrence","nurse","emergency",45,12,"emergency",32,193,32,161,72,92,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",44,11,"emergency",27,138,27,111,74,60,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",43,11,"emergency",21,171,21,150,70,79,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",42,11,"emergency",24,99,24,75,67,89,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",41,11,"emergency",27,92,27,65,69,88,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",40,10,"emergency",18,57,18,39,81,43,"strike"
"STF-ca932dea","Connie Lawrence","nurse","emergency",39,10,"emergency",20,67,20,47,85,95,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",38,10,"emergency",22,71,22,49,67,53,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",37,10,"emergency",23,110,23,87,76,54,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",36,9,"emergency",28,115,28,87,70,88,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",35,9,"emergency",15,81,15,66,93,77,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",34,9,"emergency",21,31,21,10,64,60,"strike"
"STF-ca932dea","Connie Lawrence","nurse","emergency",33,9,"emergency",28,54,28,26,92,56,"donation"
"STF-ca932dea","Connie Lawrence","nurse","emergency",32,8,"emergency",20,89,20,69,76,58,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",31,8,"emergency",20,48,20,28,69,81,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",30,8,"emergency",16,85,16,69,91,94,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",29,8,"emergency",16,92,16,76,72,99,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",28,7,"emergency",15,69,15,54,78,66,"donation"
"STF-ca932dea","Connie Lawrence","nurse","emergency",27,7,"emergency",15,67,15,52,82,78,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",26,7,"emergency",18,96,18,78,87,63,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",25,7,"emergency",15,48,15,33,72,72,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",24,6,"emergency",18,105,18,87,70,78,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",23,6,"emergency",22,54,22,32,62,50,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",22,6,"emergency",16,129,16,113,69,68,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",21,6,"emergency",18,95,18,77,88,63,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",20,5,"emergency",21,45,21,24,93,81,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",19,5,"emergency",16,70,16,54,99,45,"strike"
"STF-ca932dea","Connie Lawrence","nurse","emergency",18,5,"emergency",18,100,18,82,81,80,"donation"
"STF-ca932dea","Connie Lawrence","nurse","emergency",17,5,"emergency",21,133,21,112,84,73,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",16,4,"emergency",23,144,23,121,62,89,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",15,4,"emergency",17,53,17,36,94,98,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",14,4,"emergency",15,97,15,82,71,71,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",13,4,"emergency",23,142,23,119,77,95,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",12,3,"emergency",28,347,28,319,68,83,"flu"
"STF-ca932dea","Connie Lawrence","nurse","emergency",11,3,"emergency",16,97,16,81,98,72,"donation"
"STF-ca932dea","Connie Lawrence","nurse","emergency",10,3,"emergency",17,130,17,113,81,60,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",9,3,"emergency",28,113,28,85,82,86,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",8,2,"emergency",26,240,26,214,96,75,"flu"
"STF-ca932dea","Connie Lawrence","nurse","emergency",7,2,"emergency",33,127,33,94,65,77,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",6,2,"emergency",34,198,34,164,72,76,"flu"
"STF-ca932dea","Connie Lawrence","nurse","emergency",5,2,"emergency",25,388,25,363,93,72,"flu"
"STF-ca932dea","Connie Lawrence","nurse","emergency",4,1,"emergency",32,157,32,125,83,75,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",3,1,"emergency",32,177,32,145,73,58,"flu"
"STF-ca932dea","Connie Lawrence","nurse","emergency",2,1,"emergency",28,169,28,141,75,64,"none"
"STF-ca932dea","Connie Lawrence","nurse","emergency",1,1,"emergency",32,76,32,44,67,70,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",52,12,"emergency",26,130,26,104,88,63,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",51,12,"emergency",31,123,31,92,71,75,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",50,12,"emergency",24,101,24,77,63,61,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",49,12,"emergency",26,137,26,111,92,86,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",48,12,"emergency",20,165,20,145,99,89,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",47,12,"emergency",22,91,22,69,63,54,"strike"
"STF-39082289","Abigail Shaffer","nurse","emergency",46,12,"emergency",36,187,36,151,64,93,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",45,12,"emergency",32,193,32,161,72,92,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",44,11,"emergency",27,138,27,111,74,60,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",43,11,"emergency",21,171,21,150,70,79,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",42,11,"emergency",24,99,24,75,67,89,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",41,11,"emergency",27,92,27,65,69,88,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",40,10,"emergency",18,57,18,39,81,43,"strike"
"STF-39082289","Abigail Shaffer","nurse","emergency",39,10,"emergency",20,67,20,47,85,95,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",38,10,"emergency",22,71,22,49,67,53,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",37,10,"emergency",23,110,23,87,76,54,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",36,9,"emergency",28,115,28,87,70,88,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",35,9,"emergency",15,81,15,66,93,77,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",34,9,"emergency",21,31,21,10,64,60,"strike"
"STF-39082289","Abigail Shaffer","nurse","emergency",33,9,"emergency",28,54,28,26,92,56,"donation"
"STF-39082289","Abigail Shaffer","nurse","emergency",32,8,"emergency",20,89,20,69,76,58,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",31,8,"emergency",20,48,20,28,69,81,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",30,8,"emergency",16,85,16,69,91,94,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",29,8,"emergency",16,92,16,76,72,99,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",28,7,"emergency",15,69,15,54,78,66,"donation"
"STF-39082289","Abigail Shaffer","nurse","emergency",27,7,"emergency",15,67,15,52,82,78,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",26,7,"emergency",18,96,18,78,87,63,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",25,7,"emergency",15,48,15,33,72,72,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",24,6,"emergency",18,105,18,87,70,78,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",23,6,"emergency",22,54,22,32,62,50,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",22,6,"emergency",16,129,16,113,69,68,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",21,6,"emergency",18,95,18,77,88,63,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",20,5,"emergency",21,45,21,24,93,81,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",19,5,"emergency",16,70,16,54,99,45,"strike"
"STF-39082289","Abigail Shaffer","nurse","emergency",18,5,"emergency",18,100,18,82,81,80,"donation"
"STF-39082289","Abigail Shaffer","nurse","emergency",17,5,"emergency",21,133,21,112,84,73,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",16,4,"emergency",23,144,23,121,62,89,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",15,4,"emergency",17,53,17,36,94,98,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",14,4,"emergency",15,97,15,82,71,71,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",13,4,"emergency",23,142,23,119,77,95,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",12,3,"emergency",28,347,28,319,68,83,"flu"
"STF-39082289","Abigail Shaffer","nurse","emergency",11,3,"emergency",16,97,16,81,98,72,"donation"
"STF-39082289","Abigail Shaffer","nurse","emergency",10,3,"emergency",17,130,17,113,81,60,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",9,3,"emergency",28,113,28,85,82,86,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",8,2,"emergency",26,240,26,214,96,75,"flu"
"STF-39082289","Abigail Shaffer","nurse","emergency",7,2,"emergency",33,127,33,94,65,77,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",6,2,"emergency",34,198,34,164,72,76,"flu"
"STF-39082289","Abigail Shaffer","nurse","emergency",5,2,"emergency",25,388,25,363,93,72,"flu"
"STF-39082289","Abigail Shaffer","nurse","emergency",4,1,"emergency",32,157,32,125,83,75,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",3,1,"emergency",32,177,32,145,73,58,"flu"
"STF-39082289","Abigail Shaffer","nurse","emergency",2,1,"emergency",28,169,28,141,75,64,"none"
"STF-39082289","Abigail Shaffer","nurse","emergency",1,1,"emergency",32,76,32,44,67,70,"none"
"STF-702887af","Gina Moore","nurse","emergency",52,12,"emergency",26,130,26,104,88,63,"none"
"STF-702887af","Gina Moore","nurse","emergency",51,12,"emergency",31,123,31,92,71,75,"none"
"STF-702887af","Gina Moore","nurse","emergency",50,12,"emergency",24,101,24,77,63,61,"none"
"STF-702887af","Gina Moore","nurse","emergency",49,12,"emergency",26,137,26,111,92,86,"none"
"STF-702887af","Gina Moore","nurse","emergency",48,12,"emergency",20,165,20,145,99,89,"none"
"STF-702887af","Gina Moore","nurse","emergency",47,12,"emergency",22,91,22,69,63,54,"strike"
"STF-702887af","Gina Moore","nurse","emergency",46,12,"emergency",36,187,36,151,64,93,"none"
"STF-702887af","Gina Moore","nurse","emergency",45,12,"emergency",32,193,32,161,72,92,"none"
"STF-702887af","Gina Moore","nurse","emergency",44,11,"emergency",27,138,27,111,74,60,"none"
"STF-702887af","Gina Moore","nurse","emergency",43,11,"emergency",21,171,21,150,70,79,"none"
"STF-702887af","Gina Moore","nurse","emergency",42,11,"emergency",24,99,24,75,67,89,"none"
"STF-702887af","Gina Moore","nurse","emergency",41,11,"emergency",27,92,27,65,69,88,"none"
"STF-702887af","Gina Moore","nurse","emergency",40,10,"emergency",18,57,18,39,81,43,"strike"
"STF-702887af","Gina Moore","nurse","emergency",39,10,"emergency",20,67,20,47,85,95,"none"
"STF-702887af","Gina Moore","nurse","emergency",38,10,"emergency",22,71,22,49,67,53,"none"
"STF-702887af","Gina Moore","nurse","emergency",37,10,"emergency",23,110,23,87,76,54,"none"
"STF-702887af","Gina Moore","nurse","emergency",36,9,"emergency",28,115,28,87,70,88,"none"
"STF-702887af","Gina Moore","nurse","emergency",35,9,"emergency",15,81,15,66,93,77,"none"
"STF-702887af","Gina Moore","nurse","emergency",34,9,"emergency",21,31,21,10,64,60,"strike"
"STF-702887af","Gina Moore","nurse","emergency",33,9,"emergency",28,54,28,26,92,56,"donation"
"STF-702887af","Gina Moore","nurse","emergency",32,8,"emergency",20,89,20,69,76,58,"none"
"STF-702887af","Gina Moore","nurse","emergency",31,8,"emergency",20,48,20,28,69,81,"none"
"STF-702887af","Gina Moore","nurse","emergency",30,8,"emergency",16,85,16,69,91,94,"none"
"STF-702887af","Gina Moore","nurse","emergency",29,8,"emergency",16,92,16,76,72,99,"none"
"STF-702887af","Gina Moore","nurse","emergency",28,7,"emergency",15,69,15,54,78,66,"donation"
"STF-702887af","Gina Moore","nurse","emergency",27,7,"emergency",15,67,15,52,82,78,"none"
"STF-702887af","Gina Moore","nurse","emergency",26,7,"emergency",18,96,18,78,87,63,"none"
"STF-702887af","Gina Moore","nurse","emergency",25,7,"emergency",15,48,15,33,72,72,"none"
"STF-702887af","Gina Moore","nurse","emergency",24,6,"emergency",18,105,18,87,70,78,"none"
"STF-702887af","Gina Moore","nurse","emergency",23,6,"emergency",22,54,22,32,62,50,"none"
"STF-702887af","Gina Moore","nurse","emergency",22,6,"emergency",16,129,16,113,69,68,"none"
"STF-702887af","Gina Moore","nurse","emergency",21,6,"emergency",18,95,18,77,88,63,"none"
"STF-702887af","Gina Moore","nurse","emergency",20,5,"emergency",21,45,21,24,93,81,"none"
"STF-702887af","Gina Moore","nurse","emergency",19,5,"emergency",16,70,16,54,99,45,"strike"
"STF-702887af","Gina Moore","nurse","emergency",18,5,"emergency",18,100,18,82,81,80,"donation"
"STF-702887af","Gina Moore","nurse","emergency",17,5,"emergency",21,133,21,112,84,73,"none"
"STF-702887af","Gina Moore","nurse","emergency",16,4,"emergency",23,144,23,121,62,89,"none"
"STF-702887af","Gina Moore","nurse","emergency",15,4,"emergency",17,53,17,36,94,98,"none"
"STF-702887af","Gina Moore","nurse","emergency",14,4,"emergency",15,97,15,82,71,71,"none"
"STF-702887af","Gina Moore","nurse","emergency",13,4,"emergency",23,142,23,119,77,95,"none"
"STF-702887af","Gina Moore","nurse","emergency",12,3,"emergency",28,347,28,319,68,83,"flu"
"STF-702887af","Gina Moore","nurse","emergency",11,3,"emergency",16,97,16,81,98,72,"donation"
"STF-702887af","Gina Moore","nurse","emergency",10,3,"emergency",17,130,17,113,81,60,"none"
"STF-702887af","Gina Moore","nurse","emergency",9,3,"emergency",28,113,28,85,82,86,"none"
"STF-702887af","Gina Moore","nurse","emergency",8,2,"emergency",26,240,26,214,96,75,"flu"
"STF-702887af","Gina Moore","nurse","emergency",7,2,"emergency",33,127,33,94,65,77,"none"
"STF-702887af","Gina Moore","nurse","emergency",6,2,"emergency",34,198,34,164,72,76,"flu"
"STF-702887af","Gina Moore","nurse","emergency",5,2,"emergency",25,388,25,363,93,72,"flu"
"STF-702887af","Gina Moore","nurse","emergency",4,1,"emergency",32,157,32,125,83,75,"none"
"STF-702887af","Gina Moore","nurse","emergency",3,1,"emergency",32,177,32,145,73,58,"flu"
"STF-702887af","Gina Moore","nurse","emergency",2,1,"emergency",28,169,28,141,75,64,"none"
"STF-702887af","Gina Moore","nurse","emergency",1,1,"emergency",32,76,32,44,67,70,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",52,12,"emergency",26,130,26,104,88,63,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",51,12,"emergency",31,123,31,92,71,75,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",50,12,"emergency",24,101,24,77,63,61,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",49,12,"emergency",26,137,26,111,92,86,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",48,12,"emergency",20,165,20,145,99,89,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",47,12,"emergency",22,91,22,69,63,54,"strike"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",46,12,"emergency",36,187,36,151,64,93,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",45,12,"emergency",32,193,32,161,72,92,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",44,11,"emergency",27,138,27,111,74,60,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",43,11,"emergency",21,171,21,150,70,79,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",42,11,"emergency",24,99,24,75,67,89,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",41,11,"emergency",27,92,27,65,69,88,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",40,10,"emergency",18,57,18,39,81,43,"strike"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",39,10,"emergency",20,67,20,47,85,95,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",38,10,"emergency",22,71,22,49,67,53,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",37,10,"emergency",23,110,23,87,76,54,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",36,9,"emergency",28,115,28,87,70,88,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",35,9,"emergency",15,81,15,66,93,77,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",34,9,"emergency",21,31,21,10,64,60,"strike"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",33,9,"emergency",28,54,28,26,92,56,"donation"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",32,8,"emergency",20,89,20,69,76,58,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",31,8,"emergency",20,48,20,28,69,81,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",30,8,"emergency",16,85,16,69,91,94,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",29,8,"emergency",16,92,16,76,72,99,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",28,7,"emergency",15,69,15,54,78,66,"donation"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",27,7,"emergency",15,67,15,52,82,78,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",26,7,"emergency",18,96,18,78,87,63,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",25,7,"emergency",15,48,15,33,72,72,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",24,6,"emergency",18,105,18,87,70,78,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",23,6,"emergency",22,54,22,32,62,50,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",22,6,"emergency",16,129,16,113,69,68,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",21,6,"emergency",18,95,18,77,88,63,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",20,5,"emergency",21,45,21,24,93,81,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",19,5,"emergency",16,70,16,54,99,45,"strike"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",18,5,"emergency",18,100,18,82,81,80,"donation"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",17,5,"emergency",21,133,21,112,84,73,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",16,4,"emergency",23,144,23,121,62,89,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",15,4,"emergency",17,53,17,36,94,98,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",14,4,"emergency",15,97,15,82,71,71,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",13,4,"emergency",23,142,23,119,77,95,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",12,3,"emergency",28,347,28,319,68,83,"flu"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",11,3,"emergency",16,97,16,81,98,72,"donation"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",10,3,"emergency",17,130,17,113,81,60,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",9,3,"emergency",28,113,28,85,82,86,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",8,2,"emergency",26,240,26,214,96,75,"flu"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",7,2,"emergency",33,127,33,94,65,77,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",6,2,"emergency",34,198,34,164,72,76,"flu"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",5,2,"emergency",25,388,25,363,93,72,"flu"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",4,1,"emergency",32,157,32,125,83,75,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",3,1,"emergency",32,177,32,145,73,58,"flu"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",2,1,"emergency",28,169,28,141,75,64,"none"
"STF-249f63bb","Gabrielle Davis","nurse","emergency",1,1,"emergency",32,76,32,44,67,70,"none"
"STF-094f410b","Ryan Munoz","nurse","emergency",52,12,"emergency",26,130,26,104,88,63,"none"
"STF-094f410b","Ryan Munoz","nurse","emergency",51,12,"emergency",31,123,31,92,71,75,"none"
